0.68231,0.68231
1.26797,0.58566
1.8858,0.61783
2.65597,0.77017
3.6149,0.95893
4.29571,0.68081
4.99182,0.69611
5.72392,0.7321
6.46402,0.7401
7.26645,0.80243
8.09086,0.82441
8.88721,0.79635
9.63957,0.75236
10.36181,0.72224
11.09001,0.7282
11.82033,0.73032
12.50642,0.68609
13.20459,0.69817
13.95066,0.74607
14.82731,0.87665
15.66588,0.83857
16.38814,0.72226
17.12648,0.73834
17.88278,0.7563
18.71921,0.83643
19.52362,0.80441
20.23798,0.71436
20.94808,0.7101
21.65824,0.71016
22.35844,0.7002
23.06454,0.7061
23.77476,0.71022
24.5007,0.72594
25.34733,0.84663
26.17791,0.83058
26.89408,0.71617
27.74464,0.85056
28.47293,0.72829
29.18314,0.71021
30.59008,1.40694
31.59135,1.00127
32.2635,0.67215
32.93948,0.67598
33.75788,0.8184
34.57632,0.81844
35.39279,0.81647
36.10308,0.71029
36.8695,0.76642
37.71994,0.85044
38.54651,0.82657
39.28287,0.73636
40.11535,0.83248
40.91781,0.80246
41.73837,0.82056
42.44049,0.70212
43.29306,0.85257
44.01728,0.72422
44.84773,0.83045
45.57398,0.72625
46.33036,0.75638
47.25118,0.92082
48.10186,0.85068
48.95446,0.8526
49.72487,0.77041
50.51753,0.79266
51.38611,0.86858
52.22663,0.84052
52.98715,0.76052
53.86375,0.8766
54.69216,0.82841
55.51288,0.82072
56.27125,0.75837
57.18212,0.91087
58.03863,0.85651
58.79309,0.75446
59.53137,0.73828
60.26773,0.73636
61.03006,0.76233
61.89068,0.86062
62.62299,0.73231
63.36523,0.74224
64.26391,0.89868
65.06849,0.80458
65.87105,0.80256
66.60329,0.73224
67.45184,0.84855
68.28643,0.83459
69.10491,0.81848
69.86529,0.76038
70.63972,0.77443
71.48026,0.84054
72.31672,0.83646
73.05701,0.74029
73.77725,0.72024
74.56755,0.7903
75.36997,0.80242
76.08632,0.71635
76.82454,0.73822
77.68512,0.86058
78.52556,0.84044
79.25589,0.73033
80.12247,0.86658
80.85267,0.7302
81.64893,0.79626
82.48946,0.84053
83.21368,0.72422
84.05213,0.83845
84.78043,0.7283
85.60878,0.82835
86.3452,0.73642
87.21973,0.87453
87.95403,0.7343
88.77234,0.81831
89.49456,0.72222
90.2027,0.70814
90.90477,0.70207
91.70097,0.7962
92.4913,0.79033
93.20149,0.71019
93.94961,0.74812
94.82838,0.87877
95.6689,0.84052
96.39717,0.72827
97.13359,0.73642
97.99209,0.8585
98.80248,0.81039
99.52068,0.7182
100.24688,0.7262
101.09339,0.84651
101.90985,0.81646
102.70823,0.79838
103.43249,0.72426
104.17275,0.74026
105.00113,0.82838
105.81561,0.81448
106.63824,0.82263
107.38462,0.74638
108.25938,0.87476
109.09792,0.83854
109.9245,0.82658
110.66888,0.74438
111.42517,0.75629
112.25569,0.83052
113.06825,0.81256
113.81067,0.74242
114.66119,0.85052
115.51173,0.85054
116.35621,0.84448
117.12675,0.77054
117.91522,0.78847
118.70972,0.7945
119.57023,0.86051
120.4088,0.83857
121.14915,0.74035
121.88338,0.73423
122.65377,0.77039
123.53848,0.88471
124.28891,0.75043
125.04135,0.75244
125.8159,0.77455
126.66638,0.85048
127.51094,0.84456
128.24527,0.73433
128.97751,0.73224
129.72183,0.74432
130.58647,0.86464
131.33687,0.7504
132.05905,0.72218
132.75915,0.7001
133.45731,0.69816
134.14955,0.69224
134.84352,0.69397
135.53358,0.69006
136.24151,0.70793
136.9636,0.72209
137.69165,0.72805
138.5,0.80835
139.28433,0.78433
139.98657,0.70224
140.69679,0.71022
141.49713,0.80034
142.32166,0.82453
143.03384,0.71218
143.73798,0.70414
144.43213,0.69415
145.22839,0.79626
146.03085,0.80246
146.75715,0.7263
147.53137,0.77422
148.41809,0.88672
149.27069,0.8526
149.99492,0.72423
150.7111,0.71618
151.43122,0.72012
152.2255,0.79428
153.01172,0.78622
153.73196,0.72024
154.49206,0.7601
155.35271,0.86065
156.16715,0.81444
156.99166,0.82451
157.87231,0.88065
158.70472,0.83241
159.43708,0.73236
160.16132,0.72424
160.89362,0.7323
161.77627,0.88265
162.59677,0.8205
163.42328,0.82651
164.15554,0.73226
164.9019,0.74636
165.74834,0.84644
166.57686,0.82852
167.33132,0.75446
168.21597,0.88465
169.04852,0.83255
169.85515,0.80663
170.70165,0.8465
171.54823,0.84658
172.3569,0.80867
173.16747,0.81057
173.89973,0.73226
174.6159,0.71617
175.33613,0.72023
176.10229,0.76616
176.97893,0.87664
177.83754,0.85861
178.58994,0.7524
